Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       9/9           Mat<float> cv2Matp<float>(cv::Mat) [67]
                0.00    0.00   10043/5101635     Mat<float>::~Mat() [27]
                0.00    0.00    5430/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00       1/57          Mat<float> invGJ<float>(Mat<float>, int) [63]
                0.00    0.00       1/42532       Mat<float> expMSIM3<float>(Mat<float> const&) [11]
                0.00    0.00      20/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00       8/72          Frame<float>::operator=(Frame<float> const&) [69]
                0.00    0.00       8/16          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
                0.00    0.00       9/57          Frame<float>::Frame(Mat<float>, int) [71]
                0.00    0.00      22/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00      32/50592       float max<float>(Mat<float>) [60]
                0.00    0.00      16/486082      Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
                0.00    0.00       8/175298      Mat<float> transpose<float>(Mat<float> const&) [46]
                0.00    0.00       1/1           Frame<float>::Frame(Frame<float> const&) [92]
                0.00    0.00     497/58910234     Mat<float>::getColumn() const [38]
                0.00    0.00      10/194         Frame<float>::~Frame() [78]
                0.00    0.00      25/56402520     Mat<float>::getLine() const [23]
                0.00    0.00       3/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00       1/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
                0.00    0.00    6632/6632        cv::Point_<int>::Point_(int, int) [109]
                0.00    0.00    1648/1648        std::abs(float) [120]
                0.00    0.00      42/4986        cv::Scalar_<double>::Scalar_(double, double, double, double) [112]
                0.00    0.00      13/1897        cv::Mat::~Mat() [114]
                0.00    0.00      10/14          std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [185]
                0.00    0.00      10/28          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00       9/107         cv::Size_<int>::Size_(int, int) [127]
                0.00    0.00       9/9           computeGradient(cv::Mat*) [201]
                0.00    0.00       8/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::end() [190]
                0.00    0.00       4/31          cv::Mat::Mat() [165]
                0.00    0.00       2/50          std::numeric_limits<float>::epsilon() [146]
                0.00    0.00       2/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [199]
                0.00    0.00       2/386         Mat<float>::Mat() [122]
                0.00    0.00       2/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
                0.00    0.00       1/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::vector() [210]
                0.00    0.00       1/1           std::ceil(float) [217]
-----------------------------------------------
                0.00    5.29       8/8           main10() [2]
[3]     70.8    0.00    5.29       8         poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [3]
                0.00    5.06       8/8           LSSE3<float>::energy(Mat<float>) [4]
                0.00    0.22       8/8           LSSE3<float>::LSSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, int) [29]
                0.00    0.00       8/17          Mat<float>::afficher() [55]
                0.00    0.00       8/42532       Mat<float> expMSIM3<float>(Mat<float> const&) [11]
                0.00    0.00       8/137312      Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
                0.00    0.00       8/8           LSSE3<float>::~LSSE3() [74]
                0.00    0.00       8/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.00       8/8           LSSE3<float>::getResidual(int) [79]
                0.00    0.00      16/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00      40/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.00    5.06       8/8           poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [3]
[4]     67.7    0.00    5.06       8         LSSE3<float>::energy(Mat<float>) [4]
                0.00    5.06      32/32          LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    0.00      32/57          Mat<float> invGJ<float>(Mat<float>, int) [63]
                0.00    0.00     160/254494      Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.00    0.00     128/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.00      72/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00      32/132720      Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.00    0.00     416/5101635     Mat<float>::~Mat() [27]
                0.00    0.00      64/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00      64/175298      Mat<float> transpose<float>(Mat<float> const&) [46]
                0.00    0.00      32/32          bool isnanM<float>(Mat<float>) [80]
                0.00    0.00      64/64          bool operator==<float>(Mat<float> const&, Mat<float> const&) [86]
                0.00    0.00      64/56402520     Mat<float>::getLine() const [23]
                0.00    0.00       8/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00      64/58910234     Mat<float>::getColumn() const [38]
                0.00    0.00      32/50          std::numeric_limits<float>::epsilon() [146]
                0.00    0.00      32/48          std::pow(float, float) [155]
-----------------------------------------------
                0.00    5.06      32/32          LSSE3<float>::energy(Mat<float>) [4]
[5]     67.7    0.00    5.06      32         LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    4.55    3271/3271        LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [6]
                0.00    0.35    3271/42523       LSSE3<float>::r(Mat<float> const&, Mat<float> const&) [7]
                0.00    0.11    9717/137312      Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
                0.00    0.02    9845/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.01    3271/254494      Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.01    0.00    6542/6542        Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00    3271/132720      Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.00    0.00  165957/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   52048/320707      __gnu_cxx::__enable_if<std::__is_arithmetic<float>::__value, int>::__type std::isnan<float>(float) [56]
                0.00    0.00   32678/5101635     Mat<float>::~Mat() [27]
                0.00    0.00  109223/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00    3271/3271        LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [66]
                0.00    0.00    6670/56402520     Mat<float>::getLine() const [23]
                0.00    0.00      32/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00    1888/58910234     Mat<float>::getColumn() const [38]
                0.00    0.00      32/2291920     Mat<float>::Mat(int, int) [39]
-----------------------------------------------
                0.00    4.55    3271/3271        LSSE3<float>::computePyramidResidualA(int) [5]
[6]     60.9    0.00    4.55    3271         LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [6]
                0.00    4.15   39252/42523       LSSE3<float>::r(Mat<float> const&, Mat<float> const&) [7]
                0.00    0.18   16355/58887       Mat<float> operatorL<float>(Mat<float> const&, Mat<float> const&) [21]
                0.00    0.11   49065/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.06   39252/188271      Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.00    0.03   19626/132720      Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.01    0.00  117756/5101635     Mat<float>::~Mat() [27]
                0.00    0.00    3271/399760      Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
                0.00    0.00    3271/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00   35981/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00    3271/320707      __gnu_cxx::__enable_if<std::__is_arithmetic<float>::__value, int>::__type std::isnan<float>(float) [56]
                0.00    0.00    3271/56402520     Mat<float>::getLine() const [23]
-----------------------------------------------
                0.00    0.35    3271/42523       LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    4.15   39252/42523       LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [6]
[7]     60.2    0.00    4.50   42523         LSSE3<float>::r(Mat<float> const&, Mat<float> const&) [7]
                0.01    3.28   42523/42523       LSSE3<float>::warp(Mat<float> const&, Mat<float> const&) [9]
                0.04    1.11   85046/132694      Frame<float>::get(Mat<float> const&) [15]
                0.00    0.06   42523/188271      Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.01    0.00  127569/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.00    0.00       8/206509790     LSSE3<float>::energy(Mat<float>) [4]
                0.00    0.00      48/206509790     OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00     104/206509790     Mat<float>::swap(int, int, int, int) [87]
                0.00    0.00     140/206509790     bool operator==<float>(Mat<float> const&, Mat<float> const&) [86]
                0.00    0.00     192/206509790     Mat<float>::afficher() [55]
                0.00    0.00     384/206509790     bool isnanM<float>(Mat<float>) [80]
                0.00    0.00    4800/206509790     initializeInvDM(Frame<float>*, float) [41]
                0.00    0.00    9888/206509790     computeEpipolarLine2(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [43]
                0.00    0.00   19626/206509790     LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [66]
                0.00    0.00   19776/206509790     Mat<float> absM<float>(Mat<float> const&) [54]
                0.00    0.00   22897/206509790     Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00   36256/206509790     bool operator< <float>(Mat<float> const&, Mat<float> const&) [65]
                0.00    0.00   42532/206509790     Mat<float> expMSIM3<float>(Mat<float> const&) [11]
                0.00    0.00   45126/206509790     Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00   49936/206509790     debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00   59328/206509790     exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
                0.00    0.00   84544/206509790     main10() [2]
                0.00    0.00   85046/206509790     LSSE3<float>::retroproj(Mat<float> const&) [25]
                0.00    0.00  127569/206509790     LSSE3<float>::Z(Mat<float> const&) [53]
                0.00    0.00  128544/206509790     float norme2<float>(Mat<float>) [62]
                0.00    0.00  165957/206509790     LSSE3<float>::computePyramidResidualA(int) [5]
                0.00    0.00  186483/206509790     Mat<float> operatorL<float>(Mat<float> const&, Mat<float> const&) [21]
                0.00    0.00  255192/206509790     Mat<float> expW<float>(Mat<float> const&) [22]
                0.00    0.00  265080/206509790     Mat<float> crossProduct<float>(Mat<float> const&) [50]
                0.00    0.00  275564/206509790     void homogeneousNormalization<float>(Mat<float>*) [52]
                0.01    0.00  299614/206509790     Mat<float> transpose<float>(Mat<float> const&) [46]
                0.01    0.00  406432/206509790     float max<float>(Mat<float>) [60]
                0.01    0.00  658372/206509790     float norme1<float>(Mat<float>) [48]
                0.01    0.00  704562/206509790     Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
                0.01    0.00  796164/206509790     Mat<float> sum<float>(Mat<float> const&) [24]
                0.03    0.00 1466032/206509790     Mat<float> operator%<float>(Mat<float> const&, Mat<float> const&) [28]
                0.03    0.00 1565072/206509790     Mat<float> operator+<float>(Mat<float> const&, Mat<float> const&) [33]
                0.03    0.00 1669674/206509790     Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [37]
                0.04    0.00 2017202/206509790     Mat<float> operator-<float>(Mat<float> const&, Mat<float> const&) [26]
                0.04    0.00 2337643/206509790     Mat<float> operator*<float>(float const&, Mat<float> const&) [34]
                0.04    0.00 2385130/206509790     Frame<float>::get(Mat<float> const&) [15]
                0.43    0.00 24537600/206509790     cv::Mat Mat2cvp<float>(Mat<float>, Mat<float>, Mat<float>) [19]
                0.77    0.00 43877037/206509790     Mat<float>::Mat(Mat<float> const&, float, int, int, int, int) [12]
                0.79    0.00 45328789/206509790     Mat<float>::copy(Mat<float> const&) [18]
                1.34    0.00 76575447/206509790     Mat<float>::Mat(Mat<float> const&) [13]
[8]     48.5    3.62    0.00 206509790         Mat<float>::get(int, int) const [8]
-----------------------------------------------
                0.01    3.28   42523/42523       LSSE3<float>::r(Mat<float> const&, Mat<float> const&) [7]
[9]     44.0    0.01    3.28   42523         LSSE3<float>::warp(Mat<float> const&, Mat<float> const&) [9]
                0.01    2.76   42523/42523       LSSE3<float>::rigidMotion(Mat<float> const&, Mat<float> const&) [10]
                0.00    0.36   42523/42523       LSSE3<float>::retroproj(Mat<float> const&) [25]
                0.01    0.13   42523/42523       LSSE3<float>::proj(Mat<float> const&) [35]
                0.00    0.00   85046/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.01    2.76   42523/42523       LSSE3<float>::warp(Mat<float> const&, Mat<float> const&) [9]
[10]    37.1    0.01    2.76   42523         LSSE3<float>::rigidMotion(Mat<float> const&, Mat<float> const&) [10]
                0.00    2.04   42523/42532       Mat<float> expMSIM3<float>(Mat<float> const&) [11]
                0.00    0.48   42523/137312      Mat<float> operatorC<float>(Mat<float> const&, Mat<float> const&) [16]
